STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722780,23183, 20150301,   66.0,24,   46.5,24, 1011.4,24,  972.6,24,  10.0,24,   6.3,24,  15.0,  21.0,   77.0 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150302,   62.7,24,   48.0,24, 1011.2,21,  972.5,24,   9.4,24,   7.9,24,  18.1,  26.0,   75.9*,  51.8*, 0.00G,999.9, 010000,
722780,23183, 20150303,   54.4,24,   46.6,24, 1012.8,23,  973.7,24,   9.3,24,   4.5,24,   8.0, 999.9,   68.0 ,  46.9 , 0.23G,999.9, 110000,
722780,23183, 20150304,   56.7,24,   39.7,24, 1012.1,24,  973.0,24,  10.0,24,   4.4,24,  13.0,  15.9,   70.0 ,  46.9 , 0.07G,999.9, 000000,
722780,23183, 20150305,   60.3,24,   28.1,24, 1020.9,24,  981.6,24,  10.0,24,   5.0,24,  12.0, 999.9,   75.0 ,  46.0 , 0.00G,999.9, 000000,
722780,23183, 20150306,   65.8,24,   20.6,24, 1019.2,24,  980.2,24,  10.0,24,   7.6,24,  21.0,  28.9,   82.9 ,  46.0 , 0.00G,999.9, 000000,
722780,23183, 20150307,   69.4,24,   23.3,24, 1014.4,24,  975.7,24,  10.0,24,   5.9,24,  12.0, 999.9,   82.9 ,  51.1 , 0.00G,999.9, 000000,
722780,23183, 20150308,   70.0,24,   34.4,24, 1012.5,24,  973.9,24,  10.0,24,   3.5,24,   9.9, 999.9,   82.9 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150309,   69.1,24,   32.9,24, 1010.5,24,  971.9,24,  10.0,24,   4.9,24,  12.0,  15.0,   84.0 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150310,   71.7,24,   29.2,24, 1010.7,24,  972.2,24,  10.0,24,   4.5,24,   8.9, 999.9,   87.1 ,  55.9 , 0.00G,999.9, 000000,
722780,23183, 20150311,   72.3,24,   26.1,24, 1015.0,24,  976.4,24,  10.0,24,   4.6,24,   8.0, 999.9,   87.1 ,  57.9 , 0.00G,999.9, 000000,
722780,23183, 20150312,   77.3,24,   29.8,24, 1013.6,24,  975.2,24,  10.0,24,   4.9,24,  17.1, 999.9,   87.1 ,  59.0 , 0.00G,999.9, 000000,
722780,23183, 20150313,   73.6,24,   36.6,24, 1013.4,24,  975.0,24,  10.0,24,   6.6,24,  17.1,  22.9,   88.0 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150314,   77.2,24,   34.2,24, 1016.4,24,  977.9,24,  10.0,24,   6.1,24,  15.0,  27.0,   88.0 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150315,   76.3,24,   31.0,24, 1016.8,24,  978.3,24,  10.0,24,   6.9,24,  15.9,  20.0,   89.1 ,  63.0 , 0.00G,999.9, 000000,
722780,23183, 20150316,   77.2,24,   26.5,24, 1013.6,24,  975.3,24,  10.0,24,   6.5,24,   9.9,  15.0,   90.0 ,  63.0 , 0.00G,999.9, 000000,
722780,23183, 20150317,   77.7,24,   38.5,24, 1010.8,24,  972.6,24,  10.0,24,   4.7,24,  14.0,  17.1,   91.0 ,  64.0 , 0.00G,999.9, 000000,
722780,23183, 20150318,   77.7,24,   40.0,24, 1011.0,24,  972.8,24,  10.0,24,   7.8,24,  15.0,  22.9,   91.0 ,  64.0 , 0.00G,999.9, 010000,
722780,23183, 20150319,   63.5,24,   54.3,24, 1013.6,23,  974.9,24,  10.0,24,   6.7,24,  11.1, 999.9,   81.0 ,  60.1 , 0.02G,999.9, 010000,
722780,23183, 20150320,   67.5,24,   50.4,24, 1015.8,24,  976.9,24,  10.0,24,   4.0,24,   8.0, 999.9,   81.0 ,  60.1 , 0.01G,999.9, 000000,
722780,23183, 20150321,   72.7,24,   44.4,24, 1015.4,24,  976.8,24,  10.0,24,   6.1,24,  17.1,  21.0,   84.9 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150322,   74.0,24,   40.6,24, 1016.0,24,  977.4,24,  10.0,24,   6.0,24,   9.9, 999.9,   89.1 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150323,   74.7,24,   35.0,24, 1014.6,24,  976.1,24,  10.0,24,   4.3,24,  13.0, 999.9,   89.1 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150324,   73.4,24,   28.4,24, 1012.7,24,  974.2,24,  10.0,24,   4.9,24,  13.0,  15.0,   88.0 ,  59.0 , 0.00G,999.9, 000000,
722780,23183, 20150325,   74.3,24,   30.4,24, 1011.6,24,  973.2,24,  10.0,24,   4.5,24,   8.9,  15.9,   88.0 ,  59.0 , 0.00G,999.9, 000000,
722780,23183, 20150326,   77.5,24,   24.7,24, 1014.8,24,  976.4,24,  10.0,24,   6.4,24,  13.0,  17.1,   89.1 ,  62.1 , 0.00G,999.9, 000000,
722780,23183, 20150327,   78.3,24,   23.9,24, 1015.9,24,  977.4,24,  10.0,24,   4.8,24,   9.9, 999.9,   95.0 ,  63.0 , 0.00G,999.9, 000000,
722780,23183, 20150328,   79.2,24,   24.8,24, 1014.5,24,  976.2,24,  10.0,24,   4.3,24,   8.0, 999.9,   95.0 ,  63.0 , 0.00G,999.9, 000000,
